run,fit1,node1,fit2,node2
64,748933,-3.4844_-0.4912_-4.4821_-0.4911_-0.4911,625887,-3.4844_-1.4889_-1.4889_0.5066_-1.4889
64,625887,-3.4844_-1.4889_-1.4889_0.5066_-1.4889,597642,-0.4912_0.5066_-4.4821_4.4976_-2.4866
64,597642,-0.4912_0.5066_-4.4821_4.4976_-2.4866,519282,0.5066_-0.4912_-0.4912_5.1200_-1.4889
64,519282,0.5066_-0.4912_-0.4912_5.1200_-1.4889,387026,-0.4912_0.5066_-0.4912_4.4976_-2.4866
64,387026,-0.4912_0.5066_-0.4912_4.4976_-2.4866,247361,1.5043_-0.4912_0.5066_4.4976_-0.4912
64,247361,1.5043_-0.4912_0.5066_4.4976_-0.4912,58957,3.4999_2.5021_3.4999_4.4976_3.4999
64,58957,3.4999_2.5021_3.4999_4.4976_3.4999,29849,2.5000_2.5000_3.4950_3.4950_3.4950
64,29849,2.5000_2.5000_3.4950_3.4950_3.4950,19899,2.5000_1.5050_2.5000_3.4950_2.5000
64,19899,2.5000_1.5050_2.5000_3.4950_2.5000,9950,2.5000_1.5050_2.5000_2.5000_2.5000
64,9950,2.5000_1.5050_2.5000_2.5000_2.5000,9950,2.5000_1.5050_2.5000_2.5000_2.5000
64,9950,2.5000_1.5050_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
64,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
64,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
64,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
64,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
65,318312,3.4999_1.5044_0.5066_3.4999_-3.4844,291706,3.4999_1.5044_-0.4912_3.4999_-2.4866
65,291706,3.4999_1.5044_-0.4912_3.4999_-2.4866,98308,4.4976_4.4976_1.5044_4.4976_1.5044
65,98308,4.4976_4.4976_1.5044_4.4976_1.5044,59697,1.5050_2.5000_0.5101_3.4950_2.5000
65,59697,1.5050_2.5000_0.5101_3.4950_2.5000,29849,2.5000_3.4950_1.5050_2.5000_1.5050
65,29849,2.5000_3.4950_1.5050_2.5000_1.5050,19899,3.4950_3.4950_2.5000_2.5000_2.5000
65,19899,3.4950_3.4950_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_1.5050_2.5000
65,9950,2.5000_2.5000_2.5000_1.5050_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
65,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
66,455740,1.5044_-1.4889_-1.4889_1.5044_-2.4866,311081,0.5066_-0.4912_-0.4912_1.5044_-0.4912
66,311081,0.5066_-0.4912_-0.4912_1.5044_-0.4912,179092,2.5000_-1.4798_1.5050_2.5000_1.5050
66,179092,2.5000_-1.4798_1.5050_2.5000_1.5050,169142,3.4950_-1.4798_2.5000_2.5000_2.5000
66,169142,3.4950_-1.4798_2.5000_2.5000_2.5000,165903,3.4999_-1.4889_2.5021_3.4999_2.5021
66,165903,3.4999_-1.4889_2.5021_3.4999_2.5021,109445,1.5050_0.5101_3.4950_1.5050_0.5101
66,109445,1.5050_0.5101_3.4950_1.5050_0.5101,79597,1.5050_1.5050_3.4950_0.5101_1.5050
66,79597,1.5050_1.5050_3.4950_0.5101_1.5050,29849,2.5000_1.5050_2.5000_1.5050_1.5050
66,29849,2.5000_1.5050_2.5000_1.5050_1.5050,29849,2.5000_2.5000_3.4950_1.5050_1.5050
66,29849,2.5000_2.5000_3.4950_1.5050_1.5050,19899,3.4950_2.5000_1.5050_2.5000_2.5000
66,19899,3.4950_2.5000_1.5050_2.5000_2.5000,9950,2.5000_2.5000_1.5050_2.5000_2.5000
66,9950,2.5000_2.5000_1.5050_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_3.4950
66,9950,2.5000_2.5000_2.5000_2.5000_3.4950,0,2.5000_2.5000_2.5000_2.5000_2.5000
66,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
66,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
67,384270,-2.4866_1.5044_4.4976_-2.4866_3.4999,288949,-0.4912_2.5021_4.4976_-2.4866_4.4976
67,288949,-0.4912_2.5021_4.4976_-2.4866_4.4976,240730,-1.4889_2.5021_4.4976_-0.4912_4.4976
67,240730,-1.4889_2.5021_4.4976_-0.4912_4.4976,209129,0.5066_2.5021_4.4976_-1.4889_2.5021
67,209129,0.5066_2.5021_4.4976_-1.4889_2.5021,179092,0.5101_2.5000_4.4899_-0.4849_1.5050
67,179092,0.5101_2.5000_4.4899_-0.4849_1.5050,165903,-0.4912_3.4999_4.4976_0.5066_2.5021
67,165903,-0.4912_3.4999_4.4976_0.5066_2.5021,129345,0.5101_1.5050_4.4899_2.5000_0.5101
67,129345,0.5101_1.5050_4.4899_2.5000_0.5101,69647,1.5050_1.5050_4.4899_2.5000_1.5050
67,69647,1.5050_1.5050_4.4899_2.5000_1.5050,39798,1.5050_2.5000_3.4950_3.4950_1.5050
67,39798,1.5050_2.5000_3.4950_3.4950_1.5050,29849,1.5050_3.4950_3.4950_2.5000_2.5000
67,29849,1.5050_3.4950_3.4950_2.5000_2.5000,19899,2.5000_3.4950_2.5000_2.5000_3.4950
67,19899,2.5000_3.4950_2.5000_2.5000_3.4950,19899,2.5000_2.5000_1.5050_3.4950_2.5000
67,19899,2.5000_2.5000_1.5050_3.4950_2.5000,9950,2.5000_2.5000_2.5000_1.5050_2.5000
67,9950,2.5000_2.5000_2.5000_1.5050_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
67,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
67,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
68,867595,0.5066_-5.1200_-2.4866_1.5044_-1.4889,625887,-0.4912_-2.4866_-2.4866_0.5066_-2.4866
68,625887,-0.4912_-2.4866_-2.4866_0.5066_-2.4866,543310,0.5066_-0.4912_-3.4844_1.5044_-2.4866
68,543310,0.5066_-0.4912_-3.4844_1.5044_-2.4866,430252,1.5044_0.5066_-3.4844_2.5021_-1.4889
68,430252,1.5044_0.5066_-3.4844_2.5021_-1.4889,421383,1.5044_0.5066_-2.4866_2.5021_-2.4866
68,421383,1.5044_0.5066_-2.4866_2.5021_-2.4866,356544,2.5021_1.5044_-3.4844_2.5021_-0.4912
68,356544,2.5021_1.5044_-3.4844_2.5021_-0.4912,295581,2.5021_1.5044_-2.4866_3.4999_-0.4912
68,295581,2.5021_1.5044_-2.4866_3.4999_-0.4912,268974,2.5021_1.5044_-2.4866_2.5021_0.5066
68,268974,2.5021_1.5044_-2.4866_2.5021_0.5066,179092,3.4950_0.5101_-0.4849_0.5101_2.5000
68,179092,3.4950_0.5101_-0.4849_0.5101_2.5000,139294,2.5000_0.5101_-0.4849_1.5050_2.5000
68,139294,2.5000_0.5101_-0.4849_1.5050_2.5000,69647,1.5050_1.5050_0.5101_1.5050_2.5000
68,69647,1.5050_1.5050_0.5101_1.5050_2.5000,49748,0.5101_2.5000_1.5050_2.5000_2.5000
68,49748,0.5101_2.5000_1.5050_2.5000_2.5000,39798,1.5050_3.4950_2.5000_1.5050_3.4950
68,39798,1.5050_3.4950_2.5000_1.5050_3.4950,29849,1.5050_3.4950_2.5000_1.5050_2.5000
68,29849,1.5050_3.4950_2.5000_1.5050_2.5000,19899,1.5050_3.4950_2.5000_2.5000_2.5000
68,19899,1.5050_3.4950_2.5000_2.5000_2.5000,19899,2.5000_1.5050_1.5050_2.5000_2.5000
68,19899,2.5000_1.5050_1.5050_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
68,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
68,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
69,450746,-0.4912_-2.4867_-0.4912_0.5066_-0.4912,236854,4.4976_1.5044_2.5021_-2.4866_4.4976
69,236854,4.4976_1.5044_2.5021_-2.4866_4.4976,224110,4.4976_2.5021_2.5021_-2.4866_4.4976
69,224110,4.4976_2.5021_2.5021_-2.4866_4.4976,205254,4.4976_-0.4912_0.5066_0.5066_4.4976
69,205254,4.4976_-0.4912_0.5066_0.5066_4.4976,139294,4.4899_0.5101_0.5101_1.5050_3.4950
69,139294,4.4899_0.5101_0.5101_1.5050_3.4950,99496,4.4899_0.5101_1.5050_1.5050_2.5000
69,99496,4.4899_0.5101_1.5050_1.5050_2.5000,59697,3.4950_2.5000_0.5101_2.5000_1.5050
69,59697,3.4950_2.5000_0.5101_2.5000_1.5050,49748,3.4950_2.5000_0.5101_2.5000_2.5000
69,49748,3.4950_2.5000_0.5101_2.5000_2.5000,39798,2.5000_1.5050_1.5050_1.5050_3.4950
69,39798,2.5000_1.5050_1.5050_1.5050_3.4950,29849,1.5050_2.5000_1.5050_1.5050_2.5000
69,29849,1.5050_2.5000_1.5050_1.5050_2.5000,9950,2.5000_3.4950_2.5000_2.5000_2.5000
69,9950,2.5000_3.4950_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
69,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
69,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
69,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
69,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
70,1290271,5.1200_-5.1200_5.1200_5.1200_5.1200,977434,5.1200_5.1200_5.1200_5.1200_5.1200
70,977434,5.1200_5.1200_5.1200_5.1200_5.1200,616483,5.1200_5.1200_4.4976_5.1200_4.4976
70,616483,5.1200_5.1200_4.4976_5.1200_4.4976,434889,2.5021_4.4976_5.1200_5.1200_4.4976
70,434889,2.5021_4.4976_5.1200_5.1200_4.4976,426020,3.4999_5.1200_5.1200_4.4976_3.4999
70,426020,3.4999_5.1200_5.1200_4.4976_3.4999,244426,3.4999_5.1200_2.5021_4.4976_3.4999
70,244426,3.4999_5.1200_2.5021_4.4976_3.4999,69647,1.5050_4.4899_1.5050_2.5000_3.4950
70,69647,1.5050_4.4899_1.5050_2.5000_3.4950,29849,1.5050_2.5000_2.5000_3.4950_3.4950
70,29849,1.5050_2.5000_2.5000_3.4950_3.4950,19899,1.5050_3.4950_2.5000_2.5000_2.5000
70,19899,1.5050_3.4950_2.5000_2.5000_2.5000,9950,2.5000_3.4950_2.5000_2.5000_2.5000
70,9950,2.5000_3.4950_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_3.4950_2.5000
70,9950,2.5000_2.5000_2.5000_3.4950_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
71,901952,-0.4911_-5.1200_-1.4889_-1.4889_-0.4912,486222,-2.4866_-2.4866_0.5066_-0.4912_1.5044
71,486222,-2.4866_-2.4866_0.5066_-0.4912_1.5044,268638,-0.4849_-0.4849_1.5050_0.5101_0.5101
71,268638,-0.4849_-0.4849_1.5050_0.5101_0.5101,189042,0.5101_-0.4849_1.5050_0.5101_1.5050
71,189042,0.5101_-0.4849_1.5050_0.5101_1.5050,189042,-0.4849_0.5101_1.5050_0.5101_1.5050
71,189042,-0.4849_0.5101_1.5050_0.5101_1.5050,129344,-0.4849_1.5050_1.5050_1.5050_1.5050
71,129344,-0.4849_1.5050_1.5050_1.5050_1.5050,69647,0.5101_1.5050_1.5050_1.5050_2.5000
71,69647,0.5101_1.5050_1.5050_1.5050_2.5000,19899,1.5050_2.5000_1.5050_2.5000_2.5000
71,19899,1.5050_2.5000_1.5050_2.5000_2.5000,9950,2.5000_3.4950_2.5000_2.5000_2.5000
71,9950,2.5000_3.4950_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
71,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
71,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
72,339925,-1.4889_-0.4912_-1.4889_3.4999_4.4976,244605,0.5066_-1.4889_0.5066_4.4976_4.4976
72,244605,0.5066_-1.4889_0.5066_4.4976_4.4976,234617,1.5044_-2.4866_2.5021_2.5021_2.5021
72,234617,1.5044_-2.4866_2.5021_2.5021_2.5021,89546,2.5000_-0.4849_2.5000_2.5000_2.5000
72,89546,2.5000_-0.4849_2.5000_2.5000_2.5000,59697,1.5050_0.5101_1.5050_2.5000_2.5000
72,59697,1.5050_0.5101_1.5050_2.5000_2.5000,19899,2.5000_1.5050_1.5050_2.5000_2.5000
72,19899,2.5000_1.5050_1.5050_2.5000_2.5000,19899,2.5000_2.5000_1.5050_2.5000_1.5050
72,19899,2.5000_2.5000_1.5050_2.5000_1.5050,9950,1.5050_2.5000_2.5000_2.5000_2.5000
72,9950,1.5050_2.5000_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_3.4950
72,9950,2.5000_2.5000_2.5000_2.5000_3.4950,9950,2.5000_2.5000_2.5000_3.4950_2.5000
72,9950,2.5000_2.5000_2.5000_3.4950_2.5000,9950,2.5000_2.5000_2.5000_2.5000_1.5050
72,9950,2.5000_2.5000_2.5000_2.5000_1.5050,9950,2.5000_2.5000_2.5000_2.5000_1.5050
72,9950,2.5000_2.5000_2.5000_2.5000_1.5050,9950,3.4950_2.5000_2.5000_2.5000_2.5000
72,9950,3.4950_2.5000_2.5000_2.5000_2.5000,9950,2.5000_2.5000_3.4950_2.5000_2.5000
72,9950,2.5000_2.5000_3.4950_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
72,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
73,451865,2.5021_1.5044_-2.4866_-2.4866_-0.4912,420264,0.5066_-0.4911_-0.4911_-2.4866_0.5066
73,420264,0.5066_-0.4911_-0.4911_-2.4866_0.5066,372045,-1.4889_0.5066_0.5066_-0.4912_-0.4911
73,372045,-1.4889_0.5066_0.5066_-0.4912_-0.4911,99496,0.5101_2.5000_1.5050_1.5050_0.5101
73,99496,0.5101_2.5000_1.5050_1.5050_0.5101,69647,1.5050_2.5000_1.5050_1.5050_0.5101
73,69647,1.5050_2.5000_1.5050_1.5050_0.5101,29849,2.5000_1.5050_1.5050_2.5000_1.5050
73,29849,2.5000_1.5050_1.5050_2.5000_1.5050,19899,2.5000_2.5000_1.5050_2.5000_1.5050
73,19899,2.5000_2.5000_1.5050_2.5000_1.5050,0,2.5000_2.5000_2.5000_2.5000_2.5000
73,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
73,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
73,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
74,331087,0.5101_2.5000_1.5050_5.1200_0.5101,189042,0.5101_1.5050_1.5050_4.4899_-0.4849
74,189042,0.5101_1.5050_1.5050_4.4899_-0.4849,149244,1.5050_1.5050_2.5000_4.4899_-0.4849
74,149244,1.5050_1.5050_2.5000_4.4899_-0.4849,89546,2.5000_1.5050_2.5000_4.4899_0.5101
74,89546,2.5000_1.5050_2.5000_4.4899_0.5101,69647,2.5000_1.5050_1.5050_3.4950_0.5101
74,69647,2.5000_1.5050_1.5050_3.4950_0.5101,49748,2.5000_2.5000_0.5101_3.4950_2.5000
74,49748,2.5000_2.5000_0.5101_3.4950_2.5000,19899,2.5000_1.5050_1.5050_2.5000_2.5000
74,19899,2.5000_1.5050_1.5050_2.5000_2.5000,9950,2.5000_2.5000_2.5000_3.4950_2.5000
74,9950,2.5000_2.5000_2.5000_3.4950_2.5000,9950,2.5000_2.5000_2.5000_2.5000_3.4950
74,9950,2.5000_2.5000_2.5000_2.5000_3.4950,0,2.5000_2.5000_2.5000_2.5000_2.5000
74,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
74,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
74,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
74,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
75,462971,-4.4821_1.5044_4.4976_2.5021_-1.4889,450227,-4.4821_2.5021_4.4976_2.5021_-1.4889
75,450227,-4.4821_2.5021_4.4976_2.5021_-1.4889,370407,-3.4844_1.5044_4.4976_1.5044_-0.4912
75,370407,-3.4844_1.5044_4.4976_1.5044_-0.4912,300574,-2.4866_1.5044_4.4976_2.5021_-0.4911
75,300574,-2.4866_1.5044_4.4976_2.5021_-0.4911,270093,0.5066_-0.4912_4.4976_3.4999_-1.4889
75,270093,0.5066_-0.4912_4.4976_3.4999_-1.4889,213004,1.5044_-0.4912_4.4976_2.5021_-0.4912
75,213004,1.5044_-0.4912_4.4976_2.5021_-0.4912,109445,2.5000_1.5050_3.4950_-0.4849_2.5000
75,109445,2.5000_1.5050_3.4950_-0.4849_2.5000,99496,2.5000_2.5000_3.4950_-0.4849_2.5000
75,99496,2.5000_2.5000_3.4950_-0.4849_2.5000,69647,3.4950_1.5050_2.5000_0.5101_1.5050
75,69647,3.4950_1.5050_2.5000_0.5101_1.5050,69647,3.4950_1.5050_2.5000_0.5101_1.5050
75,69647,3.4950_1.5050_2.5000_0.5101_1.5050,69647,3.4950_1.5050_1.5050_0.5101_2.5000
75,69647,3.4950_1.5050_1.5050_0.5101_2.5000,59697,3.4950_2.5000_2.5000_0.5101_3.4950
75,59697,3.4950_2.5000_2.5000_0.5101_3.4950,49748,2.5000_1.5050_2.5000_0.5101_2.5000
75,49748,2.5000_1.5050_2.5000_0.5101_2.5000,39798,2.5000_1.5050_1.5050_1.5050_3.4950
75,39798,2.5000_1.5050_1.5050_1.5050_3.4950,39798,2.5000_1.5050_1.5050_1.5050_3.4950
75,39798,2.5000_1.5050_1.5050_1.5050_3.4950,19899,1.5050_2.5000_2.5000_2.5000_1.5050
75,19899,1.5050_2.5000_2.5000_2.5000_1.5050,19899,2.5000_1.5050_2.5000_3.4950_2.5000
75,19899,2.5000_1.5050_2.5000_3.4950_2.5000,9950,2.5000_2.5000_2.5000_3.4950_2.5000
75,9950,2.5000_2.5000_2.5000_3.4950_2.5000,9950,1.5050_2.5000_2.5000_2.5000_2.5000
75,9950,1.5050_2.5000_2.5000_2.5000_2.5000,9950,2.5000_1.5050_2.5000_2.5000_2.5000
75,9950,2.5000_1.5050_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
75,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
75,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
76,839350,2.5021_-0.4912_-5.1200_-3.4844_4.4976,685212,2.5021_-0.4912_-4.4821_-4.4821_2.5021
76,685212,2.5021_-0.4912_-4.4821_-4.4821_2.5021,685212,2.5021_-0.4912_-4.4821_-4.4821_2.5021
76,685212,2.5021_-0.4912_-4.4821_-4.4821_2.5021,619255,2.5021_-0.4911_-3.4844_-4.4821_2.5021
76,619255,2.5021_-0.4911_-3.4844_-4.4821_2.5021,492334,3.4999_1.5044_-1.4889_-4.4821_0.5066
76,492334,3.4999_1.5044_-1.4889_-4.4821_0.5066,285593,1.5044_2.5021_0.5066_-1.4889_-0.4912
76,285593,1.5044_2.5021_0.5066_-1.4889_-0.4912,226867,3.4999_3.4999_-2.4866_1.5044_2.5021
76,226867,3.4999_3.4999_-2.4866_1.5044_2.5021,200260,4.4976_1.5044_-1.4889_2.5021_1.5044
76,200260,4.4976_1.5044_-1.4889_2.5021_1.5044,198991,1.5050_3.4950_-0.4849_2.5000_-0.4849
76,198991,1.5050_3.4950_-0.4849_2.5000_-0.4849,99496,1.5050_3.4950_0.5101_2.5000_0.5101
76,99496,1.5050_3.4950_0.5101_2.5000_0.5101,89546,0.5101_2.5000_1.5050_2.5000_0.5101
76,89546,0.5101_2.5000_1.5050_2.5000_0.5101,59697,1.5050_2.5000_1.5050_2.5000_0.5101
76,59697,1.5050_2.5000_1.5050_2.5000_0.5101,29849,2.5000_2.5000_1.5050_1.5050_1.5050
76,29849,2.5000_2.5000_1.5050_1.5050_1.5050,29849,2.5000_3.4950_1.5050_2.5000_1.5050
76,29849,2.5000_3.4950_1.5050_2.5000_1.5050,19899,2.5000_3.4950_2.5000_3.4950_2.5000
76,19899,2.5000_3.4950_2.5000_3.4950_2.5000,9950,2.5000_3.4950_2.5000_2.5000_2.5000
76,9950,2.5000_3.4950_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_3.4950_2.5000
76,9950,2.5000_2.5000_2.5000_3.4950_2.5000,9950,2.5000_3.4950_2.5000_2.5000_2.5000
76,9950,2.5000_3.4950_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_3.4950
76,9950,2.5000_2.5000_2.5000_2.5000_3.4950,9950,2.5000_2.5000_2.5000_2.5000_3.4950
76,9950,2.5000_2.5000_2.5000_2.5000_3.4950,0,2.5000_2.5000_2.5000_2.5000_2.5000
76,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
76,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
76,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
76,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
77,977434,5.1200_5.1200_5.1200_5.1200_5.1200,436008,5.1200_5.1200_4.4976_4.4976_4.4976
77,436008,5.1200_5.1200_4.4976_4.4976_4.4976,250539,5.1200_4.4976_4.4976_3.4999_4.4976
77,250539,5.1200_4.4976_4.4976_3.4999_4.4976,244426,5.1200_4.4976_3.4999_2.5021_3.4999
77,244426,5.1200_4.4976_3.4999_2.5021_3.4999,63951,4.4976_3.4999_4.4976_2.5021_3.4999
77,63951,4.4976_3.4999_4.4976_2.5021_3.4999,59697,4.4899_2.5000_3.4950_2.5000_3.4950
77,59697,4.4899_2.5000_3.4950_2.5000_3.4950,39798,3.4950_2.5000_3.4950_1.5050_3.4950
77,39798,3.4950_2.5000_3.4950_1.5050_3.4950,19899,2.5000_2.5000_2.5000_1.5050_3.4950
77,19899,2.5000_2.5000_2.5000_1.5050_3.4950,9950,2.5000_2.5000_2.5000_1.5050_2.5000
77,9950,2.5000_2.5000_2.5000_1.5050_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
77,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
77,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
77,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
77,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
77,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
78,149244,0.5101_3.4950_2.5000_-0.4849_3.4950,89546,2.5000_0.5101_2.5000_1.5050_4.4899
78,89546,2.5000_0.5101_2.5000_1.5050_4.4899,49748,2.5000_1.5050_2.5000_2.5000_4.4899
78,49748,2.5000_1.5050_2.5000_2.5000_4.4899,29849,2.5000_1.5050_3.4950_2.5000_3.4950
78,29849,2.5000_1.5050_3.4950_2.5000_3.4950,19899,2.5000_1.5050_2.5000_2.5000_1.5050
78,19899,2.5000_1.5050_2.5000_2.5000_1.5050,19899,2.5000_1.5050_2.5000_2.5000_1.5050
78,19899,2.5000_1.5050_2.5000_2.5000_1.5050,0,2.5000_2.5000_2.5000_2.5000_2.5000
78,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
78,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
78,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
79,321069,-1.4889_3.4999_0.5066_-1.4889_1.5044,228840,0.5101_1.5050_-0.4849_-0.4849_2.5000
79,228840,0.5101_1.5050_-0.4849_-0.4849_2.5000,228840,1.5050_1.5050_-1.4798_0.5101_1.5050
79,228840,1.5050_1.5050_-1.4798_0.5101_1.5050,159193,1.5050_1.5050_-0.4849_0.5101_1.5050
79,159193,1.5050_1.5050_-0.4849_0.5101_1.5050,159193,1.5050_1.5050_-0.4849_0.5101_1.5050
79,159193,1.5050_1.5050_-0.4849_0.5101_1.5050,149244,2.5000_1.5050_-0.4849_0.5101_1.5050
79,149244,2.5000_1.5050_-0.4849_0.5101_1.5050,119395,3.4950_1.5050_-0.4849_1.5050_2.5000
79,119395,3.4950_1.5050_-0.4849_1.5050_2.5000,59697,3.4950_1.5050_0.5101_2.5000_2.5000
79,59697,3.4950_1.5050_0.5101_2.5000_2.5000,49748,2.5000_2.5000_0.5101_2.5000_1.5050
79,49748,2.5000_2.5000_0.5101_2.5000_1.5050,39798,3.4950_3.4950_1.5050_2.5000_1.5050
79,39798,3.4950_3.4950_1.5050_2.5000_1.5050,29849,3.4950_3.4950_1.5050_2.5000_2.5000
79,29849,3.4950_3.4950_1.5050_2.5000_2.5000,19899,2.5000_3.4950_1.5050_2.5000_2.5000
79,19899,2.5000_3.4950_1.5050_2.5000_2.5000,19899,2.5000_2.5000_2.5000_3.4950_1.5050
79,19899,2.5000_2.5000_2.5000_3.4950_1.5050,9950,2.5000_2.5000_2.5000_1.5050_2.5000
79,9950,2.5000_2.5000_2.5000_1.5050_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
79,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
80,650855,0.5066_3.4999_2.5021_-4.4821_-4.4821,363176,-0.4912_0.5066_-0.4912_-0.4912_-0.4912
80,363176,-0.4912_0.5066_-0.4912_-0.4912_-0.4912,350432,-1.4889_1.5043_-0.4912_-0.4912_0.5066
80,350432,-1.4889_1.5043_-0.4912_-0.4912_0.5066,285593,-0.4912_2.5021_0.5066_-1.4889_1.5044
80,285593,-0.4912_2.5021_0.5066_-1.4889_1.5044,208940,-1.4798_2.5000_1.5050_0.5101_2.5000
80,208940,-1.4798_2.5000_1.5050_0.5101_2.5000,109445,-0.4849_2.5000_1.5050_1.5050_2.5000
80,109445,-0.4849_2.5000_1.5050_1.5050_2.5000,79597,0.5101_1.5050_1.5050_1.5050_1.5050
80,79597,0.5101_1.5050_1.5050_1.5050_1.5050,79597,0.5101_1.5050_1.5050_1.5050_1.5050
80,79597,0.5101_1.5050_1.5050_1.5050_1.5050,59697,0.5101_1.5050_2.5000_2.5000_1.5050
80,59697,0.5101_1.5050_2.5000_2.5000_1.5050,39798,0.5101_2.5000_2.5000_2.5000_2.5000
